host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,minimum_minimum_nights,instant_bookable,reviews_per_month,amenities_number
f,t,f,Zuid,52.35289,4.85213,Entire home/apt,5,3.0,3.0,120.0,5,5,f,0.17,26
f,t,t,De Baarsjes - Oud-West,52.36692,4.85332,Entire home/apt,3,1.0,1.0,120.0,4,4,f,0.41,17
f,t,f,Watergraafsmeer,52.35495,4.93233,Entire home/apt,4,4.0,4.0,140.0,2,2,f,0.07,7
t,t,t,Centrum-Oost,52.36994,4.91482,Private room,2,1.0,1.0,50.0,3,3,t,4.35,28
f,t,t,Zuid,52.35389,4.88206,Entire home/apt,2,1.0,1.0,200.0,2,2,f,0.32,10
f,t,f,Oud-Oost,52.35646,4.9076,Entire home/apt,2,1.0,1.0,150.0,1,1,f,0.29,27
f,t,t,Centrum-West,52.3748,4.87739,Entire home/apt,2,2.0,4.0,150.0,4,4,f,0.2,5
f,t,t,Westerpark,52.37752,4.87058,Private room,2,1.0,1.0,170.0,2,2,t,3.05,18
t,t,t,Centrum-West,52.38315,4.88732,Private room,2,1.0,1.0,60.0,1,1,t,6.23,18
f,t,t,De Baarsjes - Oud-West,52.36298,4.86721,Entire home/apt,4,2.0,2.0,232.0,2,2,f,0.35,19
f,t,t,Noord-Oost,52.41016,4.96369,Private room,2,1.0,1.0,85.0,1,1,f,3.75,19
f,t,t,Westerpark,52.38347,4.86768,Private room,2,1.0,1.0,25.0,1,1,f,1.98,20
f,t,t,Westerpark,52.38892,4.86973,Entire home/apt,3,2.0,2.0,235.0,3,3,f,0.33,27
f,t,f,Oud-Oost,52.35277,4.91031,Entire home/apt,5,3.0,5.0,275.0,4,4,f,0.32,42
f,t,t,De Baarsjes - Oud-West,52.36285,4.86544,Entire home/apt,2,1.0,2.0,140.0,4,4,t,0.18,7
f,t,f,Westerpark,52.38694,4.87888,Entire home/apt,2,1.0,1.0,70.0,2,2,f,0.72,7
f,t,t,Westerpark,52.37625,4.87519,Entire home/apt,2,1.0,1.0,150.0,6,6,f,0.33,10
t,t,t,Centrum-West,52.38165,4.88874,Private room,2,1.0,1.0,55.0,1,1,t,3.85,18
f,t,t,De Pijp - Rivierenbuurt,52.35228,4.88742,Entire home/apt,5,4.0,4.0,150.0,6,6,t,0.14,31
f,t,f,Oud-Oost,52.35749,4.92366,Entire home/apt,2,2.0,2.0,135.0,2,2,f,0.07,10
f,t,f,Westerpark,52.3775,4.87592,Entire home/apt,2,1.0,2.0,189.0,4,4,f,0.05,16
f,t,t,De Baarsjes - Oud-West,52.36341,4.86358,Entire home/apt,2,1.0,1.0,125.0,2,2,f,0.36,15
f,t,f,Centrum-West,52.37052,4.88999,Entire home/apt,2,1.0,1.0,125.0,5,5,f,0.21,6
t,t,t,Westerpark,52.3843,4.86548,Entire home/apt,4,1.0,4.0,109.0,5,5,t,1.44,39
f,t,t,Bos en Lommer,52.37986,4.84874,Entire home/apt,2,1.0,1.0,140.0,3,3,f,0.68,17
f,t,t,Zuid,52.34675,4.8473,Entire home/apt,2,1.0,1.0,79.0,4,4,f,0.17,14
f,t,t,Bos en Lommer,52.3765,4.86016,Entire home/apt,4,2.0,2.0,105.0,2,2,f,0.01,8
f,t,t,De Baarsjes - Oud-West,52.36024,4.85364,Entire home/apt,2,1.0,1.0,101.0,5,5,f,0.22,7
f,t,f,Watergraafsmeer,52.34994,4.92824,Entire home/apt,2,1.0,1.0,120.0,3,3,f,0.42,23
t,t,t,Centrum-West,52.36883,4.88531,Entire home/apt,2,1.0,1.0,58.0,4,4,t,2.28,28
f,t,t,Centrum-Oost,52.36587,4.89144,Entire home/apt,2,1.0,1.0,139.0,2,2,f,1.1,5
f,t,f,De Baarsjes - Oud-West,52.37285,4.86066,Entire home/apt,2,1.0,3.0,110.0,3,3,f,0.35,35
t,t,f,Centrum-West,52.36955,4.88389,Entire home/apt,2,1.0,1.0,104.0,3,3,f,2.3,28
f,t,t,Centrum-Oost,52.35852,4.89165,Entire home/apt,2,1.0,1.0,150.0,3,3,f,0.39,20
f,t,t,De Pijp - Rivierenbuurt,52.35613,4.89771,Entire home/apt,2,1.0,2.0,95.0,21,21,f,0.34,25
f,t,t,De Pijp - Rivierenbuurt,52.35711,4.89598,Entire home/apt,2,1.0,2.0,120.0,3,3,f,0.31,18
f,t,t,De Baarsjes - Oud-West,52.36637,4.87755,Entire home/apt,2,1.0,1.0,115.0,6,6,f,0.08,4
f,t,t,Westerpark,52.37835,4.87297,Entire home/apt,2,1.0,1.0,79.0,2,2,f,1.05,13
f,t,f,Buitenveldert - Zuidas,52.32246,4.86219,Entire home/apt,9,4.0,5.0,210.0,4,4,f,0.36,41
f,t,t,De Baarsjes - Oud-West,52.3687,4.87209,Entire home/apt,2,1.0,1.0,140.0,3,3,f,0.29,19
t,t,t,Centrum-West,52.37167,4.8948,Hotel room,2,1.0,1.0,86.0,1,1,t,6.92,28
t,t,t,Centrum-West,52.37098,4.89434,Hotel room,2,1.0,1.0,71.0,1,1,t,5.91,27
f,t,t,Centrum-Oost,52.37103,4.90747,Entire home/apt,4,2.0,2.0,150.0,4,4,f,0.07,12
f,t,t,De Baarsjes - Oud-West,52.36114,4.87608,Private room,4,1.0,2.0,160.0,2,2,f,1.09,8
f,t,t,Bos en Lommer,52.37775,4.83888,Private room,1,2.0,1.0,31.0,3,3,f,0.33,12
f,t,t,Watergraafsmeer,52.35532,4.93239,Entire home/apt,4,2.0,2.0,163.0,4,4,f,0.13,16
f,t,t,Oud-Noord,52.38557,4.90137,Entire home/apt,2,1.0,1.0,87.0,30,30,f,0.65,22
f,t,f,De Pijp - Rivierenbuurt,52.35108,4.89882,Entire home/apt,4,2.0,2.0,139.0,14,14,f,0.33,8
f,t,t,De Baarsjes - Oud-West,52.3634,4.85925,Entire home/apt,2,2.0,2.0,120.0,8,8,f,0.11,30
f,t,f,Noord-West,52.42037,4.8947,Entire home/apt,2,1.0,1.0,146.0,5,5,f,0.17,22
f,t,t,Centrum-West,52.36791,4.88086,Entire home/apt,2,1.0,1.0,147.0,3,3,f,0.3,9
f,t,t,Centrum-West,52.38093,4.88653,Entire home/apt,2,1.0,1.0,174.0,2,2,f,0.26,27
f,t,t,De Pijp - Rivierenbuurt,52.35398,4.89165,Entire home/apt,2,1.0,1.0,129.0,60,60,f,0.03,9
f,t,t,Centrum-West,52.37248,4.87612,Entire home/apt,2,1.0,1.0,190.0,2,2,f,0.3,22
f,t,t,De Pijp - Rivierenbuurt,52.34094,4.90236,Entire home/apt,3,3.0,3.0,150.0,21,21,f,0.31,31
f,t,f,De Baarsjes - Oud-West,52.37425,4.86174,Entire home/apt,2,1.0,1.0,69.0,2,2,f,0.05,11
f,t,t,Westerpark,52.38328,4.87149,Entire home/apt,4,2.0,2.0,100.0,2,2,f,0.16,12
f,t,f,Centrum-Oost,52.37133,4.92935,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.3,22
f,t,t,Centrum-Oost,52.36711,4.90448,Entire home/apt,2,1.0,1.0,295.0,3,3,f,0.62,42
f,t,f,Centrum-Oost,52.37201,4.90142,Entire home/apt,2,1.0,2.0,200.0,180,180,t,0.33,8
f,t,t,De Pijp - Rivierenbuurt,52.34557,4.8962,Private room,2,1.0,1.0,46.0,1,1,f,5.72,23
t,t,t,Geuzenveld - Slotermeer,52.38257,4.83664,Private room,2,1.0,2.0,53.0,3,3,f,3.04,31
f,t,f,De Baarsjes - Oud-West,52.3636,4.85752,Entire home/apt,3,1.0,2.0,108.0,4,4,f,0.17,21
f,t,t,Centrum-Oost,52.37321,4.92402,Entire home/apt,2,1.0,1.0,120.0,28,28,f,0.91,25
f,t,t,Centrum-West,52.374,4.89902,Private room,3,1.0,2.0,213.0,2,2,f,4.32,17
t,t,t,Centrum-West,52.37446,4.88875,Entire home/apt,4,2.0,2.0,250.0,7,7,f,1.24,28
f,t,t,De Baarsjes - Oud-West,52.36086,4.8534,Entire home/apt,2,2.0,2.0,95.0,1,1,f,0.13,27
t,t,t,Centrum-West,52.37305,4.89741,Private room,2,1.0,1.0,71.0,1,1,f,7.18,21
f,t,t,IJburg - Zeeburgereiland,52.36213,4.97431,Entire home/apt,4,2.0,4.0,120.0,7,7,f,0.24,13
f,t,t,De Baarsjes - Oud-West,52.36772,4.86503,Entire home/apt,2,1.0,1.0,98.0,3,3,f,0.54,26
f,t,f,Westerpark,52.39009,4.88306,Entire home/apt,3,2.0,3.0,95.0,2,2,f,0.62,23
t,t,t,De Baarsjes - Oud-West,52.36365,4.87535,Entire home/apt,4,2.0,2.0,175.0,7,7,f,1.74,38
f,t,t,De Pijp - Rivierenbuurt,52.34124,4.89523,Entire home/apt,2,1.0,1.0,90.0,3,3,t,0.25,25
f,t,t,Westerpark,52.38541,4.87178,Entire home/apt,2,1.0,1.0,136.0,2,2,f,0.26,10
t,t,t,Bos en Lommer,52.37435,4.84636,Entire home/apt,4,2.0,4.0,240.0,5,5,f,0.87,28
f,t,t,De Baarsjes - Oud-West,52.36756,4.86563,Entire home/apt,2,2.0,1.0,150.0,3,3,f,0.09,29
f,t,f,De Baarsjes - Oud-West,52.36397,4.8643,Entire home/apt,4,2.0,4.0,132.0,2,2,f,0.1,31
f,t,t,Centrum-Oost,52.36631,4.88786,Entire home/apt,2,1.0,1.0,219.0,1,1,f,1.24,8
f,t,f,Zuid,52.35295,4.8739,Entire home/apt,2,1.0,1.0,110.0,3,3,f,2.78,20
t,t,t,De Pijp - Rivierenbuurt,52.35537,4.89477,Private room,2,1.0,1.0,90.0,3,3,f,3.23,26
f,t,t,De Baarsjes - Oud-West,52.36449,4.86446,Entire home/apt,2,1.0,1.0,121.0,3,3,f,0.63,24
f,t,t,Centrum-West,52.37752,4.88164,Entire home/apt,2,1.0,1.0,149.0,2,2,f,0.06,11
f,t,t,De Baarsjes - Oud-West,52.3638,4.86246,Entire home/apt,2,1.0,1.0,99.0,1,1,f,0.63,11
f,t,f,Centrum-Oost,52.36219,4.90972,Entire home/apt,2,1.0,1.0,130.0,3,3,f,0.46,15
t,t,t,De Baarsjes - Oud-West,52.36525,4.86904,Entire home/apt,2,1.0,1.0,120.0,2,2,t,1.55,11
f,t,t,Zuid,52.35016,4.84947,Entire home/apt,2,1.0,1.0,110.0,6,6,f,0.18,11
f,t,t,Centrum-West,52.38451,4.89094,Entire home/apt,4,1.0,3.0,156.0,4,4,f,0.89,24
t,t,t,Westerpark,52.37745,4.87289,Private room,3,1.0,2.0,72.0,2,2,f,1.9,14
f,t,t,Westerpark,52.38435,4.86993,Entire home/apt,2,1.0,1.0,149.0,10,10,f,0.33,15
f,t,t,De Pijp - Rivierenbuurt,52.35264,4.89699,Entire home/apt,2,1.0,1.0,108.0,2,2,f,0.3,9
t,t,t,Centrum-Oost,52.36093,4.89802,Entire home/apt,4,2.0,4.0,249.0,3,3,f,1.17,23
t,t,t,De Pijp - Rivierenbuurt,52.35158,4.89549,Entire home/apt,2,1.0,1.0,250.0,1,1,f,0.55,37
f,t,t,Centrum-Oost,52.36362,4.90402,Entire home/apt,2,1.0,1.0,85.0,1,1,f,0.03,11
t,t,t,Centrum-West,52.38114,4.8854,Entire home/apt,2,1.0,1.0,145.0,6,6,f,1.1,16
f,t,t,Centrum-Oost,52.36074,4.89437,Private room,2,1.0,1.0,75.0,3,3,t,1.96,21
f,t,t,Westerpark,52.3731,4.86859,Private room,2,1.0,2.0,65.0,3,3,f,3.68,13
f,t,t,Oud-Oost,52.36522,4.93107,Entire home/apt,2,1.0,1.0,99.0,2,2,f,0.3,6
t,t,t,De Baarsjes - Oud-West,52.36434,4.87861,Entire home/apt,4,2.0,2.0,299.0,7,7,f,1.91,39
f,t,t,Centrum-Oost,52.37297,4.922,Entire home/apt,4,2.0,2.0,150.0,5,5,f,0.11,30
f,t,t,Bos en Lommer,52.37584,4.84783,Entire home/apt,2,2.0,4.0,120.0,14,14,f,1.03,21
f,t,t,De Baarsjes - Oud-West,52.3589,4.85834,Entire home/apt,6,2.0,4.0,40.0,2,2,f,0.02,29
t,t,t,Centrum-Oost,52.36213,4.91045,Private room,1,1.0,1.0,99.0,3,3,f,0.79,28
t,t,t,Centrum-Oost,52.36123,4.90882,Entire home/apt,3,2.0,2.0,111.0,6,6,f,1.55,16
f,t,t,Centrum-West,52.37037,4.88669,Entire home/apt,3,1.0,2.0,175.0,3,3,f,0.51,17
f,t,t,Centrum-Oost,52.36335,4.89779,Entire home/apt,2,1.0,2.0,150.0,30,30,f,0.4,5
f,t,t,Centrum-Oost,52.36063,4.90146,Entire home/apt,4,2.0,2.0,149.0,7,1,t,0.28,36
f,t,t,Centrum-Oost,52.36063,4.90146,Entire home/apt,4,2.0,2.0,149.0,7,1,t,0.28,36
f,t,t,Centrum-Oost,52.36063,4.90146,Entire home/apt,4,2.0,2.0,149.0,7,1,t,0.26,32
f,t,t,Centrum-Oost,52.37211,4.90352,Entire home/apt,4,2.0,2.0,149.0,7,1,t,0.24,27
t,t,t,Oud-Oost,52.35618,4.90845,Private room,2,1.0,1.0,116.0,2,2,f,1.36,6
f,t,t,Centrum-West,52.38471,4.88943,Entire home/apt,2,1.0,1.0,100.0,2,2,f,0.85,9
f,t,t,De Pijp - Rivierenbuurt,52.3524,4.9056,Entire home/apt,4,2.0,1.0,130.0,4,4,f,0.23,10
f,t,t,De Baarsjes - Oud-West,52.36094,4.85266,Private room,1,1.0,1.0,60.0,2,2,f,0.48,27
t,t,t,De Pijp - Rivierenbuurt,52.34819,4.91069,Entire home/apt,4,2.0,2.0,219.0,3,3,f,0.73,32
f,t,f,De Baarsjes - Oud-West,52.36077,4.85113,Entire home/apt,2,1.0,1.0,149.0,4,4,t,0.27,9
t,t,t,Centrum-Oost,52.37266,4.90456,Entire home/apt,4,1.0,3.0,145.0,4,2,f,2.7,19
t,t,t,De Baarsjes - Oud-West,52.37025,4.87482,Private room,2,1.0,2.0,110.0,2,2,f,1.88,35
f,t,t,Centrum-West,52.37779,4.88437,Entire home/apt,2,1.0,1.0,89.0,3,3,f,0.21,11
f,t,t,De Baarsjes - Oud-West,52.3668,4.87126,Entire home/apt,4,1.0,1.0,100.0,4,4,f,0.41,21
f,t,t,De Baarsjes - Oud-West,52.37396,4.8624,Entire home/apt,4,2.0,2.0,235.0,2,2,f,1.14,31
f,t,t,De Baarsjes - Oud-West,52.36096,4.85352,Entire home/apt,6,3.0,5.0,225.0,2,2,f,0.12,30
f,t,f,De Baarsjes - Oud-West,52.36495,4.8789,Entire home/apt,2,2.0,2.0,180.0,6,6,f,0.51,28
f,t,f,Oostelijk Havengebied - Indische Buurt,52.36304,4.93588,Entire home/apt,2,1.0,2.0,90.0,4,4,f,0.07,11
f,t,t,Centrum-Oost,52.3658,4.89911,Shared room,4,1.0,4.0,228.0,4,4,f,0.73,14
f,t,f,Noord-Oost,52.39942,4.95311,Private room,1,1.0,1.0,41.0,3,3,t,2.58,27
f,t,f,Centrum-West,52.38688,4.88489,Entire home/apt,2,1.0,2.0,221.0,3,3,t,0.7,20
f,t,t,Westerpark,52.37933,4.86966,Private room,2,1.0,1.0,109.0,2,2,t,2.91,36
f,t,f,Zuid,52.35635,4.88589,Entire home/apt,4,1.0,2.0,135.0,2,2,f,0.24,11
f,t,f,Zuid,52.34075,4.85024,Entire home/apt,6,4.0,6.0,250.0,3,3,f,0.17,21
t,t,t,Centrum-West,52.37512,4.88282,Private room,2,1.0,1.0,58.0,1,1,t,6.04,30
t,t,t,Slotervaart,52.34833,4.83453,Private room,2,1.0,1.0,55.0,2,2,f,2.07,20
f,t,t,Centrum-West,52.37697,4.88353,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.21,17
f,t,t,Centrum-West,52.37764,4.88206,Private room,2,1.0,1.0,66.0,2,2,f,0.14,12
f,t,t,Centrum-Oost,52.37112,4.89946,Private room,2,1.0,1.0,85.0,3,3,f,4.25,12
f,t,f,Zuid,52.35609,4.87491,Entire home/apt,2,1.0,2.0,120.0,3,3,f,2.59,30
f,t,t,De Baarsjes - Oud-West,52.35949,4.85712,Entire home/apt,2,1.0,1.0,110.0,3,3,t,0.07,6
f,t,f,De Pijp - Rivierenbuurt,52.35484,4.90534,Entire home/apt,3,2.0,3.0,176.0,3,3,t,0.14,17
f,t,f,Centrum-Oost,52.36912,4.907,Entire home/apt,2,1.0,2.0,159.0,2,2,f,0.33,24
f,t,t,Oud-Oost,52.35089,4.91348,Entire home/apt,4,2.0,2.0,165.0,2,2,f,0.4,11
f,t,t,Centrum-West,52.37082,4.88509,Entire home/apt,3,1.0,1.0,118.0,3,3,f,0.74,9
f,t,f,De Baarsjes - Oud-West,52.36686,4.8535,Entire home/apt,3,1.0,1.0,164.0,1,1,f,0.02,7
f,t,t,De Baarsjes - Oud-West,52.36993,4.8689,Entire home/apt,2,1.0,1.0,118.0,3,3,f,0.76,22
t,t,t,Centrum-Oost,52.36842,4.89901,Entire home/apt,4,2.0,3.0,150.0,2,1,t,8.16,26
f,t,t,Zuid,52.35145,4.85362,Entire home/apt,2,1.0,1.0,110.0,1,1,f,0.05,12
f,t,t,Bos en Lommer,52.37887,4.84544,Entire home/apt,4,1.0,2.0,125.0,3,3,f,0.75,19
t,t,t,De Baarsjes - Oud-West,52.36414,4.87674,Entire home/apt,5,2.0,3.0,282.0,90,90,t,1.83,42
f,t,t,Zuid,52.3511,4.84638,Entire home/apt,4,4.0,3.0,99.0,2,2,f,0.04,7
f,t,t,De Baarsjes - Oud-West,52.3663,4.85464,Entire home/apt,4,2.0,3.0,125.0,3,3,f,0.33,6
f,t,f,De Baarsjes - Oud-West,52.37385,4.85843,Entire home/apt,2,1.0,1.0,80.0,1,1,f,0.59,5
t,t,t,Centrum-Oost,52.37193,4.90377,Private room,2,1.0,1.0,131.0,2,2,f,3.35,33
f,t,t,Oostelijk Havengebied - Indische Buurt,52.36385,4.93366,Private room,2,1.0,1.0,75.0,4,4,f,3.33,24
f,t,t,Westerpark,52.38699,4.87991,Entire home/apt,4,2.0,2.0,175.0,3,3,f,0.23,17
f,t,f,De Pijp - Rivierenbuurt,52.35447,4.90237,Entire home/apt,2,1.0,1.0,150.0,1,1,f,0.01,6
f,t,t,De Baarsjes - Oud-West,52.36769,4.8626,Entire home/apt,4,2.0,4.0,150.0,4,4,f,0.27,9
f,t,t,De Pijp - Rivierenbuurt,52.35293,4.90289,Entire home/apt,3,2.0,2.0,150.0,2,2,t,0.93,19
t,t,t,Centrum-Oost,52.36495,4.90984,Private room,2,1.0,1.0,54.0,1,1,f,7.63,34
f,t,f,De Baarsjes - Oud-West,52.36322,4.86171,Entire home/apt,2,1.0,2.0,282.0,2,2,f,0.41,25
f,t,t,De Pijp - Rivierenbuurt,52.35881,4.88826,Entire home/apt,4,3.0,3.0,250.0,4,4,f,0.36,36
f,t,t,De Baarsjes - Oud-West,52.36497,4.85991,Entire home/apt,4,3.0,3.0,200.0,2,2,f,0.42,41
f,t,t,Westerpark,52.37335,4.87207,Entire home/apt,2,1.0,1.0,132.0,3,3,f,0.42,33
t,t,t,Oostelijk Havengebied - Indische Buurt,52.37186,4.94549,Private room,2,1.0,1.0,151.0,2,2,f,4.92,40
t,t,t,Centrum-West,52.37481,4.89294,Private room,2,1.0,1.0,63.0,1,1,f,3.09,32
f,t,f,Centrum-Oost,52.36203,4.89601,Entire home/apt,2,1.0,1.0,122.0,3,3,f,0.14,16
f,t,t,Centrum-West,52.37585,4.89346,Entire home/apt,2,1.0,1.0,85.0,2,2,f,0.52,14
f,t,t,De Baarsjes - Oud-West,52.36664,4.851,Entire home/apt,4,1.0,2.0,239.0,3,3,f,0.05,6
f,t,t,De Baarsjes - Oud-West,52.36894,4.86379,Entire home/apt,4,2.0,3.0,193.0,4,4,f,0.3,38
f,t,t,De Baarsjes - Oud-West,52.36499,4.86554,Entire home/apt,4,2.0,2.0,100.0,5,5,f,0.55,11
f,t,t,De Pijp - Rivierenbuurt,52.34834,4.90419,Entire home/apt,2,1.0,1.0,60.0,3,3,f,0.42,35
f,t,f,De Pijp - Rivierenbuurt,52.34721,4.90797,Entire home/apt,3,3.0,3.0,150.0,2,2,f,0.33,14
f,t,f,De Pijp - Rivierenbuurt,52.34964,4.89111,Entire home/apt,4,2.0,4.0,200.0,2,2,f,0.39,32
f,t,t,Centrum-Oost,52.37151,4.90476,Private room,2,1.0,2.0,125.0,2,2,f,3.17,23
f,t,t,De Pijp - Rivierenbuurt,52.34551,4.89236,Entire home/apt,2,1.0,1.0,115.0,2,2,f,0.52,7
f,t,t,Centrum-Oost,52.36676,4.91504,Entire home/apt,4,3.0,6.0,180.0,4,4,f,0.15,19
f,t,t,De Pijp - Rivierenbuurt,52.35403,4.88743,Entire home/apt,2,1.0,1.0,85.0,13,13,f,0.22,11
f,t,t,Centrum-West,52.37832,4.8932,Entire home/apt,4,1.0,2.0,207.0,3,3,f,0.62,20
f,t,t,De Baarsjes - Oud-West,52.36892,4.85352,Entire home/apt,2,1.0,1.0,79.0,4,4,f,0.03,13
f,t,t,De Baarsjes - Oud-West,52.36614,4.87413,Entire home/apt,4,2.0,2.0,300.0,2,2,f,0.26,40
f,t,t,De Baarsjes - Oud-West,52.36008,4.8597,Entire home/apt,4,4.0,5.0,150.0,4,4,f,0.49,28
f,t,t,De Baarsjes - Oud-West,52.37219,4.85112,Entire home/apt,2,1.0,1.0,165.0,5,5,f,0.31,5
f,t,t,De Baarsjes - Oud-West,52.36469,4.87722,Entire home/apt,2,1.0,1.0,190.0,5,5,f,0.18,26
t,t,t,Zuid,52.33968,4.84618,Entire home/apt,4,2.0,2.0,103.0,1,1,t,7.74,31
f,t,t,Westerpark,52.37395,4.87193,Entire home/apt,4,3.0,4.0,182.0,7,7,f,3.57,47
f,t,t,Centrum-West,52.38139,4.88541,Entire home/apt,2,1.0,1.0,180.0,3,3,f,0.85,26
f,t,t,Centrum-West,52.3799,4.88225,Entire home/apt,2,1.0,1.0,109.0,3,3,f,0.37,12
f,t,t,Centrum-Oost,52.36513,4.88719,Entire home/apt,2,1.0,1.0,175.0,2,2,f,0.09,11
t,t,t,Zuid,52.35553,4.87277,Private room,4,1.0,3.0,110.0,2,2,f,1.82,27
f,t,f,Slotervaart,52.35656,4.82756,Entire home/apt,2,1.0,1.0,80.0,2,2,f,0.1,7
t,t,t,De Pijp - Rivierenbuurt,52.3526,4.90083,Entire home/apt,4,2.0,2.0,180.0,1,1,f,1.01,21
f,t,t,Oud-Oost,52.35561,4.92003,Entire home/apt,2,1.0,1.0,110.0,500,500,f,0.03,15
f,t,t,De Baarsjes - Oud-West,52.37207,4.86652,Entire home/apt,2,1.0,1.0,164.0,3,2,t,0.39,34
t,t,t,Centrum-Oost,52.36037,4.88997,Private room,2,1.0,1.0,135.0,2,2,f,0.99,26
f,t,t,Centrum-Oost,52.36121,4.89155,Private room,2,1.0,2.0,117.0,3,3,f,4.98,10
t,t,t,Noord-West,52.42365,4.88702,Private room,3,1.0,2.0,76.0,1,1,t,3.63,45
t,t,t,Centrum-Oost,52.36247,4.89073,Private room,2,1.0,2.0,160.0,2,2,f,0.49,19
t,t,t,De Pijp - Rivierenbuurt,52.34088,4.91022,Private room,3,1.0,2.0,89.0,2,2,t,5.48,37
f,t,f,Centrum-Oost,52.36284,4.88756,Private room,2,1.0,1.0,155.0,4,4,f,0.51,9
f,t,f,Bos en Lommer,52.37754,4.85169,Entire home/apt,2,1.0,1.0,130.0,2,2,f,0.35,21
f,t,t,Oostelijk Havengebied - Indische Buurt,52.3657,4.93659,Entire home/apt,2,1.0,1.0,131.0,4,4,f,0.59,22
t,t,t,De Aker - Nieuw Sloten,52.34334,4.78774,Private room,2,1.0,1.0,120.0,2,2,t,4.55,40
f,t,t,Centrum-Oost,52.36806,4.91622,Entire home/apt,2,1.0,1.0,229.0,5,5,f,0.07,16
t,t,t,Noord-Oost,52.38475,5.01356,Entire home/apt,4,2.0,3.0,73.0,2,2,f,0.49,21
f,t,f,Bos en Lommer,52.37756,4.85222,Entire home/apt,2,1.0,1.0,120.0,2,2,f,0.41,15
f,t,t,Westerpark,52.38786,4.87978,Entire home/apt,3,1.0,1.0,187.0,2,2,t,0.61,26
f,t,f,Centrum-Oost,52.3637,4.89526,Entire home/apt,4,1.0,2.0,226.0,3,3,f,0.33,9
f,t,t,Centrum-Oost,52.37068,4.8987,Entire home/apt,4,1.0,1.0,239.0,4,4,f,0.51,12
f,t,f,De Baarsjes - Oud-West,52.36703,4.86265,Private room,1,1.0,1.0,68.0,2,2,f,0.55,10
f,t,f,Westerpark,52.37318,4.869,Entire home/apt,2,1.0,1.0,235.0,2,2,f,0.24,21
f,t,t,Centrum-West,52.37405,4.89945,Entire home/apt,4,2.0,1.0,250.0,2,2,f,0.64,26
f,t,f,De Pijp - Rivierenbuurt,52.35301,4.896,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.14,14
t,t,t,De Baarsjes - Oud-West,52.36975,4.85535,Entire home/apt,2,1.0,1.0,114.0,3,3,t,0.87,39
f,t,t,Buitenveldert - Zuidas,52.33072,4.87347,Private room,2,1.0,1.0,59.0,2,2,t,3.56,16
t,t,t,De Baarsjes - Oud-West,52.36407,4.86343,Private room,2,1.0,1.0,85.0,2,2,f,0.66,15
f,t,t,Centrum-West,52.36992,4.88926,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.27,7
f,t,t,Centrum-West,52.37884,4.87917,Entire home/apt,4,2.0,3.0,127.0,5,5,f,0.64,25
f,t,t,Noord-West,52.40509,4.90317,Entire home/apt,4,4.0,4.0,255.0,2,2,f,0.61,25
f,t,t,De Pijp - Rivierenbuurt,52.34723,4.90009,Entire home/apt,2,1.0,2.0,105.0,2,2,f,0.32,11
f,t,f,Westerpark,52.3871,4.88338,Entire home/apt,1,1.0,1.0,125.0,2,2,t,0.33,17
t,t,t,Watergraafsmeer,52.35448,4.93366,Private room,4,1.0,2.0,125.0,2,2,f,1.74,38
t,t,t,Bos en Lommer,52.38144,4.85671,Private room,4,1.0,4.0,99.0,3,2,t,0.44,29
f,t,t,De Pijp - Rivierenbuurt,52.35131,4.89263,Entire home/apt,2,1.0,1.0,139.0,2,2,f,0.36,37
f,t,t,Zuid,52.34513,4.86788,Entire home/apt,2,1.0,1.0,200.0,14,14,f,0.26,13
f,t,t,Centrum-West,52.36995,4.88629,Entire home/apt,4,1.0,2.0,199.0,2,2,f,1.22,13
f,t,t,Zuid,52.3503,4.85628,Entire home/apt,4,2.0,2.0,200.0,5,5,f,0.12,16
f,t,f,De Baarsjes - Oud-West,52.36629,4.85789,Entire home/apt,2,1.0,1.0,150.0,2,2,f,0.36,23
t,t,t,Zuid,52.33958,4.84787,Entire home/apt,4,1.0,1.0,119.0,2,2,f,3.24,38
f,t,t,De Baarsjes - Oud-West,52.36104,4.8633,Entire home/apt,2,1.0,1.0,93.0,1,1,f,1.56,9
f,t,t,De Baarsjes - Oud-West,52.37087,4.85219,Entire home/apt,2,1.0,1.0,119.0,2,2,t,0.79,33
f,t,t,Oud-Oost,52.35584,4.92527,Entire home/apt,4,3.0,6.0,110.0,16,16,f,0.08,12
f,t,f,De Baarsjes - Oud-West,52.36246,4.86411,Entire home/apt,5,3.0,4.0,175.0,3,3,f,0.76,34
t,t,f,Centrum-Oost,52.36069,4.88991,Private room,4,1.0,4.0,185.0,2,2,f,4.54,27
f,t,t,Westerpark,52.38868,4.86777,Entire home/apt,2,1.0,1.0,130.0,4,4,f,0.87,36
f,t,t,Oostelijk Havengebied - Indische Buurt,52.37085,4.94184,Entire home/apt,4,2.0,4.0,195.0,14,14,f,0.19,15
f,t,f,De Pijp - Rivierenbuurt,52.34338,4.90516,Entire home/apt,2,1.0,1.0,90.0,6,6,f,0.1,12
